frac_masked,prob_before,prob_after,drop_abs,drop_rel,filename,model,class_idx,class_name,prob_pred
0.05,0.7226814031600952,0.27268412709236145,0.44999727606773376,0.6226772601306629,BMMBT1.jpg,mobilenet_v3,6,Bioturbated sandy media,0.7226814031600952
0.1,0.7226814031600952,0.09737841039896011,0.6253029927611351,0.8652540248385869,BMMBT1.jpg,mobilenet_v3,6,Bioturbated sandy media,0.7226814031600952
0.2,0.7226814031600952,0.01338421180844307,0.7092971913516521,0.9814797893637516,BMMBT1.jpg,mobilenet_v3,6,Bioturbated sandy media,0.7226814031600952
0.3,0.7226814031600952,0.07904618233442307,0.6436352208256721,0.8906209818190068,BMMBT1.jpg,mobilenet_v3,6,Bioturbated sandy media,0.7226814031600952
0.05,0.749811053276062,0.7617964148521423,-0.011985361576080322,-0.01598450906224721,BMMBT2.jpg,mobilenet_v3,5,Bioturbated muddy media,0.749811053276062
0.1,0.749811053276062,0.7867968678474426,-0.036985814571380615,-0.049326846289786584,BMMBT2.jpg,mobilenet_v3,5,Bioturbated muddy media,0.749811053276062
0.2,0.749811053276062,0.7695040106773376,-0.019692957401275635,-0.026263893170429042,BMMBT2.jpg,mobilenet_v3,5,Bioturbated muddy media,0.749811053276062
0.3,0.749811053276062,0.6146419644355774,0.13516908884048462,0.18027086724012112,BMMBT2.jpg,mobilenet_v3,5,Bioturbated muddy media,0.749811053276062
0.05,0.8732154369354248,0.8539203405380249,0.019295096397399902,0.02209660477956564,BSMBT1.jpg,mobilenet_v3,6,Bioturbated sandy media,0.8732154369354248
0.1,0.8732154369354248,0.8174967765808105,0.05571866035461426,0.06380860667110595,BSMBT1.jpg,mobilenet_v3,6,Bioturbated sandy media,0.8732154369354248
0.2,0.8732154369354248,0.8379925489425659,0.03522288799285889,0.04033699646496666,BSMBT1.jpg,mobilenet_v3,6,Bioturbated sandy media,0.8732154369354248
0.3,0.8732154369354248,0.8199957609176636,0.05321967601776123,0.060946787890599256,BSMBT1.jpg,mobilenet_v3,6,Bioturbated sandy media,0.8732154369354248
0.05,0.8503875732421875,0.8533552885055542,-0.0029677152633666992,-0.0034898384651230246,BSMBT2.jpg,mobilenet_v3,6,Bioturbated sandy media,0.8503875732421875
0.1,0.8503875732421875,0.8221012949943542,0.028286278247833252,0.0332628076160094,BSMBT2.jpg,mobilenet_v3,6,Bioturbated sandy media,0.8503875732421875
0.2,0.8503875732421875,0.841286301612854,0.009101271629333496,0.010702498385087269,BSMBT2.jpg,mobilenet_v3,6,Bioturbated sandy media,0.8503875732421875
0.3,0.8503875732421875,0.8669905066490173,-0.016602933406829834,-0.019523960520154322,BSMBT2.jpg,mobilenet_v3,6,Bioturbated sandy media,0.8503875732421875
0.05,0.9221034049987793,0.751954972743988,0.17014843225479126,0.18452207348137056,CBBT1.jpg,mobilenet_v3,2,Lenticular bedding,0.9221034049987793
0.1,0.9221034049987793,0.9247157573699951,-0.0026123523712158203,-0.002833036248485001,CBBT1.jpg,mobilenet_v3,2,Lenticular bedding,0.9221034049987793
0.2,0.9221034049987793,0.14098024368286133,0.781123161315918,0.8471101582323134,CBBT1.jpg,mobilenet_v3,2,Lenticular bedding,0.9221034049987793
0.3,0.9221034049987793,0.28321853280067444,0.6388848721981049,0.692855995036975,CBBT1.jpg,mobilenet_v3,2,Lenticular bedding,0.9221034049987793
0.05,0.8923547267913818,0.5861367583274841,0.3062179684638977,0.34315722130437415,CBBT2.jpg,mobilenet_v3,1,Cross bedding,0.8923547267913818
0.1,0.8923547267913818,0.2150757610797882,0.6772789657115936,0.7589795239233059,CBBT2.jpg,mobilenet_v3,1,Cross bedding,0.8923547267913818
0.2,0.8923547267913818,0.0657886192202568,0.826566107571125,0.9262752611198266,CBBT2.jpg,mobilenet_v3,1,Cross bedding,0.8923547267913818
0.3,0.8923547267913818,0.021803827956318855,0.870550898835063,0.9755659635090477,CBBT2.jpg,mobilenet_v3,1,Cross bedding,0.8923547267913818
0.05,0.9704093933105469,0.9549242854118347,0.015485107898712158,0.0159572939065118,CBBT3.jpg,mobilenet_v3,1,Cross bedding,0.9704093933105469
0.1,0.9704093933105469,0.9606335759162903,0.009775817394256592,0.010073910518215786,CBBT3.jpg,mobilenet_v3,1,Cross bedding,0.9704093933105469
0.2,0.9704093933105469,0.3049051761627197,0.6655042171478271,0.6857973776168602,CBBT3.jpg,mobilenet_v3,1,Cross bedding,0.9704093933105469
0.3,0.9704093933105469,0.1288963258266449,0.841513067483902,0.8671732500570889,CBBT3.jpg,mobilenet_v3,1,Cross bedding,0.9704093933105469
0.05,0.9167250394821167,0.939565896987915,-0.02284085750579834,-0.024915712478713197,CBBT4.png,mobilenet_v3,1,Cross bedding,0.9167250394821167
0.1,0.9167250394821167,0.9071232676506042,0.009601771831512451,0.01047399320185067,CBBT4.png,mobilenet_v3,1,Cross bedding,0.9167250394821167
0.2,0.9167250394821167,0.8394134640693665,0.07731157541275024,0.08433453007495176,CBBT4.png,mobilenet_v3,1,Cross bedding,0.9167250394821167
0.3,0.9167250394821167,0.46044212579727173,0.45628291368484497,0.49773148330508576,CBBT4.png,mobilenet_v3,1,Cross bedding,0.9167250394821167
0.05,0.8223625421524048,0.8198358416557312,0.002526700496673584,0.00307248976839007,CongBT1.jpg,mobilenet_v3,0,Conglomerate,0.8223625421524048
